id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
902671779171769624,Habitación centro de Madrid 4,50080380,Rubens,Centro,Cortes,40.41181201376952,-3.697613851025449,Private room,,7,3,2023-07-12,0.20,17,0,0,
9753808,Habitación cuqui,41563621,Marie Rose,Centro,Embajadores,40.41097,-3.69824,Private room,,1,1,2015-12-11,0.01,1,0,0,
46899002,Habitación Doble con Baño Compartido,331096767,Sandra,San Blas - Canillejas,Rejas,40.4443,-3.56595,Private room,,1,0,,,4,0,0,
1125891241820979969,SB18-04 Habitación  área exclusiva de Madrid,567327895,Santiago,Centro,Palacio,40.40824,-3.71348,Private room,,7,0,,,95,0,0,
49895335,Teste,86662970,Igor,Ciudad Lineal,San Juan Bautista,40.45356,-3.65638,Private room,200,1,0,,,1,365,0,
11960656,ÁTICO MARAVILLOSO EN EL CENTRO,25706217,Marta,Centro,Universidad,40.42845,-3.70355,Private room,,1,0,,,1,0,0,
35248706,Habitación amplia en un ambiente familiar,265373300,Naldo,Carabanchel,Buenavista,40.36458,-3.75915,Private room,,1,0,,,1,0,0,
33249881,Ambiente familiar y cálido,250360759,Enny,Ciudad Lineal,Pueblo Nuevo,40.42726,-3.64142,Entire home/apt,,1,0,,,1,0,0,
34804842,habitación con mucha luz Madrid Rio,118183640,Charlotte,Moncloa - Aravaca,Casa de Campo,40.42036,-3.75436,Private room,,3,0,,,1,0,0,
35049377,Apartament of   Final Champions League,264027240,Elena,Hortaleza,Canillas,40.46113,-3.65043,Entire home/apt,,1,0,,,1,0,0,
48991692,Habitación en Ventas con baño privado,236357316,Soraya,Ciudad Lineal,Ventas,40.4308,-3.65934,Private room,40,90,1,2021-04-04,0.02,4,89,0,
1117535871693743728,¡Excelente piso en Madrid!,160491374,David Juan,Salamanca,Lista,40.43342058373022,-3.6783308245227144,Entire home/apt,,3,10,2024-07-21,1.99,1,0,10,
707073912721841330,Malasaña Terrace apartment in Madrid,377605855,MIT House,Centro,Justicia,40.42383,-3.69884,Entire home/apt,244,1,67,2024-09-04,2.77,312,76,33,
700506328928861604,"Blueground | Chueca, in the heart of Madrid",434208714,Blueground,Centro,Justicia,40.4245547,-3.6991939,Entire home/apt,125,30,1,2024-03-26,0.18,221,164,1,
19011445,Moderno apartamento en Plaza de España / Gran Vía,132637315,Julian,Moncloa - Aravaca,Argüelles,40.42494,-3.71319,Entire home/apt,144,2,387,2024-09-06,4.37,2,264,77,VT-4764
35058668,Moderno apartamento barrio Salamanca-Madrid,148450840,Ana,Salamanca,Lista,40.43115,-3.67851,Private room,,1,0,,,2,0,0,
940316932548304011,Descanso en el centro de Madrid,18328590,Iria,Centro,Palacio,40.4097901,-3.7097167,Entire home/apt,,2,0,,,1,0,0,
45854255,HABITACION DOBLE USO INDIVIDUAL  LONG STAY,211991262,Hostal Las Fuentes,Centro,Sol,40.41729,-3.708582,Private room,,1,2,2022-01-29,0.04,13,248,0,
924515135314456764,4-Bed Band Dorm,521381901,Latroupe Prado,Arganzuela,Palos de Moguer,40.40598,-3.69174,Private room,,1,1,2023-10-22,0.09,12,348,1,
924519267880189742,6-Bed Club Dorm,521381901,Latroupe Prado,Arganzuela,Atocha,40.40732,-3.69204,Private room,,1,2,2023-10-07,0.15,12,335,1,
53730767,Viajeros por el mundo,435174282,Wilson Alexis,Latina,Aluche,40.39537,-3.76935,Private room,,1,37,2022-11-11,1.11,1,0,0,
1172267975176752715,Arganzuela Exclusive Living 4,560846948,Vivenio Residencial Socimi,Arganzuela,Imperial,40.40337,-3.718,Entire home/apt,,32,0,,,58,14,0,
1172360714705389642,TT34B-03 Habitación moderna con baño en suite,567327895,Santiago,Centro,Sol,40.41639316981629,-3.704528216651949,Private room,,30,0,,,95,9,0,
53400229,Private Room in the heart of Madrid,343428667,Klevi,Centro,Justicia,40.42673,-3.70072,Private room,46,1,22,2024-06-19,0.83,7,362,9,
1171090884750051110,Linda habitación en casa con ambiente tranquilo,418127467,Talía Lucero,Carabanchel,Opañel,40.39038,-3.72543,Private room,40,1,1,2024-06-15,0.34,2,269,1,
17281972,Spacious and Elegant Apartment in Reina Sofía,61396897,Ángel Stayaday,Centro,Embajadores,40.4089,-3.6945,Entire home/apt,131,3,321,2024-09-03,3.50,13,30,55,00000
29023627,Apartamento completo C/ Alcala -Madrid,218735767,Giovanna,Ciudad Lineal,Quintana,40.43673,-3.64174,Entire home/apt,93,2,340,2024-09-07,4.72,1,95,79,
1131157439225036550,Tu casa en Madrid,92184438,Tato,Latina,Cármenes,40.39784598310794,-3.739957170968733,Entire home/apt,127,1,39,2024-08-26,7.75,5,74,39,
11004186,"Amplia vivienda exterior caja Magica , 175€noche",2428976,Esmeralda,Usera,San Fermín,40.36745,-3.68788,Entire home/apt,175,3,26,2019-08-18,0.25,1,100,0,
54138240,Precioso piso en madrid,438896829,Juan Carlos,Ciudad Lineal,Ventas,40.43222,-3.65326,Entire home/apt,90,1,304,2024-09-08,9.40,1,35,149,
742647678896607606,New! Luxury apartment (Castellana-Cuzco),186132757,Elena,Chamartín,Nueva España,40.46,-3.68725,Entire home/apt,135,30,15,2024-06-17,0.66,3,117,6,VT-5499
979783156487290032,Ático en Madrid Río.  (Parking disponible aparte),536989964,Lorena,Usera,Almendrales,40.38608699480374,-3.698831708366368,Entire home/apt,89,2,26,2024-08-27,2.20,1,141,26,
641166030242230257,"Apartment in Retiro, near the Atocha Station",459500131,Ángela,Retiro,Pacífico,40.40609,-3.67957,Entire home/apt,75,31,15,2023-10-08,0.56,1,318,1,
39658775,Apartamento A102,51828290,Ramon,Carabanchel,San Isidro,40.3946,-3.72516,Entire home/apt,59,7,32,2024-06-28,0.55,21,184,9,AM-1362
45864881,Amplia habitación! ubicación genial cerca centro!,185244572,Nicolas,Retiro,Pacífico,40.40252,-3.67444,Private room,21,1,17,2022-05-21,0.36,4,26,0,
1231738188888459096,Cozy studio in the center,598336383,Ines,Centro,Embajadores,40.40982962649846,-3.697336309564361,Entire home/apt,73,1,0,,,1,317,0,
19198435,Chueca Boutique,112373304,Daniel,Centro,Justicia,40.42243,-3.6998,Entire home/apt,150,1,218,2024-09-02,2.47,65,268,51,
1200001898720556747,Fantástico piso en el Retiro,33373224,Veronica,Retiro,Estrella,40.41553,-3.66918,Entire home/apt,,1,0,,,2,0,0,
32488825,Mary,120360523,Mary,Fuencarral - El Pardo,Pilar,40.47826,-3.71392,Private room,,1,0,,,1,0,0,
35383676,HABITACIÓN PRIVADA A UNA PERSONA Z.BIEN COMUICADA,265131866,Mercedes,Carabanchel,Vista Alegre,40.38456,-3.74325,Private room,,1,1,2019-06-22,0.02,2,0,0,
36513299,la casa del placer,274514590,Jose,Tetuán,Cuatro Caminos,40.45294,-3.69547,Private room,,1,0,,,1,0,0,
39183186,Piso luminoso,300543178,Isabel,Carabanchel,Abrantes,40.38225,-3.72926,Entire home/apt,,7,0,,,1,0,0,
40689374,Cozy 4 bedroom with terrace duplex in Plaza España,297553979,V&R Apartments,Moncloa - Aravaca,Argüelles,40.42532,-3.71353,Entire home/apt,,3,1,2020-01-01,0.02,3,0,0,
43859724,Una casa con vistas a Madrid,120853045,Maria,Centro,Palacio,40.42112,-3.70774,Entire home/apt,,1,0,,,1,0,0,
639979695392158516,Habitación doble en Coliving - ICE,459314917,Belen,Tetuán,Castillejos,40.45698,-3.6909,Private room,,4,13,2024-08-25,0.49,7,0,6,
696128798054074205,Habitación doble con baño privado,307123621,Sol Square,Centro,Palacio,40.41298,-3.71294,Private room,,1,2,2024-04-30,0.10,35,115,1,
965106875564866952,1D - TGH Gran Vía Apartments.,533599112,TGH Gran Vía Apartments,Centro,Universidad,40.4213948,-3.7016713,Entire home/apt,,2,0,,,5,91,0,
991112665933760390,Descansa en Prosperidad,33858927,Silvia,Chamartín,Prosperidad,40.444396312271756,-3.668881711055379,Private room,35,1,0,,,1,261,0,
912880885677385682,apartamento malasaña business,391810099,Nacho,Centro,Justicia,40.42623392908679,-3.7011751635104284,Entire home/apt,122,1,1,2023-07-09,0.07,86,308,0,
1075209083195516738,Espectacular triplex con terraza,32046323,Ivory,Centro,Justicia,40.42602,-3.70082,Entire home/apt,262,30,0,,,14,268,0,
32886235,Gran Apartamento de 7 hab. y 7 baños (C/Gran Vía),34598812,Maroco,Centro,Cortes,40.41883,-3.69893,Entire home/apt,724,1,33,2024-08-22,0.52,11,225,9,
33683822,70m2 Loft with Patio only 20mn from Plaza Castilla,291253690,Fran Y Marta Isabel,Tetuán,Valdeacederas,40.46911,-3.70419,Entire home/apt,104,20,16,2024-07-01,0.29,322,341,2,VT192276
1210924871876131187,Habitación para turista,592719728,Laura Libia,Centro,Embajadores,40.41117836463525,-3.7037069115853343,Private room,28,1,0,,,1,85,0,
1097829539988480667,Apartamento Coqueto y Céntrico,529558184,Bernardíno,Centro,Sol,40.41601631461252,-3.7079165875911713,Private room,53,1,19,2024-09-07,2.97,1,229,19,
675834294745737668,"CONDE DUQUE EXCELLENT, by Presidence Rentals",77420214,Presidence Rentals,Centro,Universidad,40.42722,-3.70865,Entire home/apt,85,1,21,2024-08-23,0.86,24,55,4,
944870332284445327,Jardines de Tetuán VII,438136382,Home Club,Tetuán,Valdeacederas,40.467426635798404,-3.70110407768405,Entire home/apt,136,30,0,,,193,344,0,
1182429230922944697,Mejor alojamiento,559630245,Francis,Carabanchel,Comillas,40.3954792688721,-3.71063614970089,Entire home/apt,368,1,1,2024-06-28,0.39,1,83,1,
930680724756657668,Precioso piso en Cuatro Caminos,518713670,Bemadrid,Tetuán,Bellas Vistas,40.44842959614383,-3.7072267997446633,Entire home/apt,64,90,1,2024-08-24,1,254,164,1,
31292221,Comodidad y tranquilidad,33775104,Deida Keith,Carabanchel,Buenavista,40.35961,-3.76011,Private room,,3,7,2020-02-01,0.10,2,0,0,
980489596974769035,Cozy apartment center of Madrid,18571116,Juliana Del Mar,Centro,Embajadores,40.41139007815026,-3.702977323892906,Entire home/apt,,1,16,2024-07-16,1.40,4,263,16,
10151490,Piso,52100521,Paula,Puente de Vallecas,San Diego,40.39553,-3.66905,Entire home/apt,,1,0,,,1,0,0,
13994451,Nice appartment with terrace by the Retiro park,83572397,Víctor,Retiro,Ibiza,40.41821,-3.67733,Entire home/apt,,20,14,2016-11-13,0.14,1,0,0,
19341770,Kuku,135507348,Liz,Centro,Cortes,40.41462,-3.6996,Entire home/apt,,1,0,,,1,0,0,
49623223,Bravo Terrace I apartment in Madrid,377605855,MIT House,Salamanca,Guindalera,40.43061,-3.66882,Entire home/apt,171,1,51,2024-07-27,1.30,312,330,11,VT-5066
1173774357588030568,Fantástico atico en el barrio de Salamanca,112544099,Raul,Salamanca,Guindalera,40.43446,-3.67271,Entire home/apt,230,1,3,2024-07-14,1.34,1,365,3,
1156344339529701171,Marqués del Riscal-2-1,576464572,Maria Mercedes,Chamberí,Almagro,40.43162,-3.69153,Private room,27,15,0,,,176,120,0,
41007467,Room of excellence with private bathroom.,12581938,Silvia,Retiro,Estrella,40.41111,-3.66305,Private room,48,2,32,2024-07-09,0.56,2,59,27,
1155630971610001127,Ferraz-72-2,576464572,Maria Mercedes,Moncloa - Aravaca,Argüelles,40.42954432632089,-3.7191099205793785,Private room,17,15,0,,,176,121,0,
897219747316358158,Tranquilo espacio en Chamberí,448890645,Salomé,Centro,Universidad,40.42921105540425,-3.703823499580798,Private room,21,30,0,,,45,276,0,
1028760605063079630,Habitación en Atocha.,159587607,Mariam,Arganzuela,Atocha,40.404727668443286,-3.686889294453935,Private room,30,1,9,2024-01-20,0.96,1,256,9,
831686270193187726,Dilar - 3 bedrooms and office in Trafalgar,346367515,Ukio,Chamberí,Trafalgar,40.42915082689891,-3.7006773449132453,Entire home/apt,206,31,0,,,314,32,0,
1066704100842332721,Habitación en casa Mamá Elba,5765108,Elba,Centro,Palacio,40.40899747834222,-3.7103462654273818,Private room,58,2,36,2024-09-08,4.74,1,27,36,
969635294914728480,Cómoda habitación en Madrid,66952923,Oriana,Centro,Palacio,40.421721608940864,-3.7115709862019695,Private room,68,2,23,2024-07-19,1.84,4,164,22,
777432092919579651,Acogedor bungalow a estrenar,30799051,Pedro,Tetuán,Bellas Vistas,40.44887,-3.70623,Entire home/apt,120,1,81,2024-08-24,3.82,2,125,43,
784741075196692838,XXX5-Casa Palacio Real.,901218,Myrko,Centro,Palacio,40.41738,-3.70918,Private room,125,1,18,2024-08-07,0.95,63,342,11,
810745719859961823,"Blueground | Malasaña, in the heart of Madrid",434208714,Blueground,Centro,Universidad,40.4232446,-3.7047904,Entire home/apt,101,30,8,2024-07-27,0.45,221,244,5,
19493616,"Bonito apartamento en Av. de América, Madrid",61935235,Lucia,Salamanca,Lista,40.43615,-3.67625,Entire home/apt,,3,0,,,1,0,0,
3531042,Exterior Room in Gran Vía,17776276,Jorge,Centro,Sol,40.41934,-3.70398,Private room,,3,134,2019-01-01,1.08,1,0,0,
7070725,Christmas room at Madrid bar street,37072666,Tatiana,Centro,Embajadores,40.40721,-3.69754,Private room,,3,6,2016-01-25,0.05,1,0,0,
11561737,Amazing flat next to city centre,46520875,Lorenzo,Arganzuela,Delicias,40.39468,-3.69437,Private room,,1,0,,,4,0,0,
920645654779749874,modern appartment in downtown,17728398,Raul,Centro,Cortes,40.41257238252806,-3.695751184428106,Entire home/apt,,120,0,,,1,89,0,
889210192192502279,Bonita habitación en Atocha,448890645,Salomé,Arganzuela,Palos de Moguer,40.40384,-3.69168,Private room,,5,0,,,45,0,0,
19406581,Barni,136049113,Eva,Centro,Universidad,40.42458,-3.70077,Private room,,3,0,,,1,0,0,
962778914037984180,Centric Aparment,351818703,Isabella,Salamanca,Goya,40.42651,-3.67074,Entire home/apt,,1,0,,,1,0,0,
39135751,habitacion doble baño privado,28206011,Isabel,San Blas - Canillejas,Rejas,40.44734,-3.56924,Private room,,1,6,2019-12-08,0.10,2,0,0,
41999909,AUDITORIO/I.E. BAÑO  EXCLUSIVO CAMA doble,326534242,Randy,Chamartín,Ciudad Jardín,40.4428,-3.67826,Private room,,2,0,,,2,0,0,
1153482885318629893,Duque de Rivas-2B-4,576464572,Maria Mercedes,Centro,Embajadores,40.41249,-3.70708,Private room,,15,3,2024-08-07,1.15,176,124,3,
1115816711350224257,Disfruta Madrid. Metro Ilustración,489731848,Octavia,Fuencarral - El Pardo,Peñagrande,40.47917,-3.71953,Entire home/apt,,3,0,,,1,0,0,
34902845,Room for rent for UEFA Champions League. 1 of June,263059459,John,San Blas - Canillejas,Arcos,40.42704,-3.61564,Private room,,1,0,,,1,0,0,
883817480458744287,Madera XI-Darya Living,512914167,Pablo,Centro,Universidad,40.42299602807552,-3.7050643626857993,Entire home/apt,,30,1,2024-08-21,1,13,0,1,
1177153799736546245,Luminosa habitación,448890645,Salomé,Arganzuela,Palos de Moguer,40.40299903527739,-3.6916486610796966,Private room,20,1,1,2024-06-30,0.41,45,307,1,
791946049512096821,Habitación en Madrid Rio,5537924,Amaia,Carabanchel,Comillas,40.39379805566319,-3.708585991528422,Private room,32,3,27,2024-06-24,1.36,5,262,11,
34835556,Habitación individual para Champion 1 junio 2019,262617328,Maria Del Mar,Tetuán,Castillejos,40.45782,-3.69635,Private room,,1,0,,,1,0,0,
43828461,Habitacion privada arguelles Templo de Debod,112271726,Mario,Moncloa - Aravaca,Argüelles,40.42745,-3.7171,Private room,,28,1,2021-08-28,0.03,75,0,0,
44605806,"Apartamento independiente, nuevo, silencioso-Izq",221166470,María Trinidad,Arganzuela,Chopera,40.39884,-3.69965,Entire home/apt,,1,2,2022-03-31,0.04,2,0,0,
940388808122961011,Ardemans VIII,438136382,Home Club,Salamanca,Guindalera,40.43595,-3.67547,Entire home/apt,,30,0,,,193,0,0,
778060993880594120,"Charming Coucou Malasaña - Relax y confort, centro",490804286,Rocio,Centro,Universidad,40.42738,-3.70302,Entire home/apt,,1,0,,,1,0,0,
847110562827303127,"Habitación amplia, luminosa, exterior para pareja.",46701458,Rose,Ciudad Lineal,Ventas,40.422564951938035,-3.6564467077264657,Private room,,1,33,2023-12-10,1.89,1,0,13,
34610126,3 double bedrooms with private bathroom,25927491,Pepe,Fuencarral - El Pardo,Peñagrande,40.47915,-3.7288,Private room,,1,1,2019-06-02,0.02,3,0,0,
900495476141510899,Quiet Apartment nearRetiro Park,365959613,Lisa,Arganzuela,Palos de Moguer,40.40127013347943,-3.6983743770296442,Entire home/apt,250,2,0,,,1,365,0,
1038061510114332215,Luminosa Suite en Chamberí,448890645,Salomé,Chamberí,Trafalgar,40.42967654544065,-3.7034484021731293,Private room,48,15,2,2024-05-19,0.44,45,247,2,
810514692914250748,"Bonita habitation,  baño privado",497513992,Olga,Latina,Puerta del Angel,40.4053416,-3.735035,Private room,60,1,92,2024-09-05,4.66,1,330,59,
637305118378981964,Habitacion confortable en Madrid,429521299,Marli,Centro,Cortes,40.41903,-3.69904,Private room,85,3,10,2024-07-01,0.36,16,121,6,
1203417102014508381,"A Estrenar, Apto de 3 hab en Santiago Bernabéu",107141654,Leeways,Chamartín,El Viso,40.45187500343103,-3.6893030412422023,Entire home/apt,159,28,0,,,84,302,0,
1086253821003841243,Excelente piso en Ciudad Lineal,518713670,Bemadrid,Ciudad Lineal,San Pascual,40.44555,-3.64964,Entire home/apt,73,30,1,2024-04-01,0.18,254,270,1,
50724146,Singular apartamento con entrada independiente,224360757,Manuel,Salamanca,Guindalera,40.43492,-3.66266,Entire home/apt,115,5,26,2024-07-20,0.73,1,251,14,
1152242020363207680,Habitación pequeña Atocha,353953653,David,Arganzuela,Palos de Moguer,40.40235,-3.69145,Private room,33,1,15,2024-08-26,4.33,1,173,15,
751123997351610650,Agradable casa con Jardín interior,486013854,Sentis,Ciudad Lineal,Quintana,40.43959,-3.64048,Entire home/apt,115,2,51,2024-09-01,2.39,1,52,29,
1049255033672285158,Loft reformado en Marques de Vadillo,414030796,Borja,Carabanchel,San Isidro,40.39742800900981,-3.7204773862085063,Entire home/apt,64,2,38,2024-08-19,4.96,6,115,38,
1192868117976635728,Habitación doble con Balcón,587301740,Luis,Tetuán,Cuatro Caminos,40.44905,-3.70252,Private room,45,2,4,2024-07-21,1.82,2,320,4,
1192611052973174624,Habitacion acogedora,586998925,Hugo Manuel,Tetuán,Cuatro Caminos,40.452880400750466,-3.697657584184033,Private room,60,1,1,2024-07-14,0.50,1,268,1,
47950055,Apartamento con parking incluido junto Madrid rio,196395456,Ana,Arganzuela,Imperial,40.41284,-3.71866,Entire home/apt,160,1,86,2024-08-28,2.02,12,49,31,
833265003721590696,Sevilla - 4 bedrooms in Trafalgar,346367515,Ukio,Chamberí,Trafalgar,40.43089768025122,-3.6995822567987977,Entire home/apt,216,31,1,2023-05-17,0.06,314,141,0,
1115039298926369931,Coqueto Estudio en Argüelles,142175605,Ana,Moncloa - Aravaca,Argüelles,40.4293224,-3.7166358,Entire home/apt,96,7,1,2024-05-30,0.29,29,40,1,
26118684,Double room with balcony,141082935,Ignacia,Centro,Embajadores,40.40975,-3.70359,Private room,,2,0,,,1,0,0,
27751455,Rento,209520564,Luis,Fuencarral - El Pardo,Valverde,40.4972,-3.68903,Entire home/apt,,1,0,,,1,0,0,
33683495,Habitación silenciosa,253873738,Cecibel Maria,Carabanchel,Vista Alegre,40.38937,-3.74211,Private room,,15,0,,,1,0,0,
34198216,Habitación comunicada,258152050,Eduardo Manuel,Carabanchel,Vista Alegre,40.39175,-3.74076,Private room,,12,0,,,1,0,0,
34941329,Wanda/Aeropuerto/ifema Hortaleza,263286265,Mochu Alvaro,Hortaleza,Canillas,40.46094,-3.64662,Private room,,1,0,,,1,0,0,
35142861,habitación champions,263239907,Agustín,Usera,Almendrales,40.38668,-3.69852,Private room,,1,0,,,1,0,0,
35937369,Todo en la palma de la mano!,192701528,Isabel,Arganzuela,Acacias,40.40056,-3.7054,Private room,,1,0,,,1,0,0,
37054307,Summer Holiday in Madrid,189058637,Ariel,Centro,Embajadores,40.41268,-3.70727,Private room,,3,2,2019-08-27,0.03,20,0,0,
38849159,Para estar a gusto,273610980,Chela,Carabanchel,Buenavista,40.36548,-3.76067,Private room,,8,2,2019-11-20,0.03,3,0,0,
40009953,Piso en las Águilas,308554280,Xavier,Latina,Aguilas,40.38344,-3.76858,Entire home/apt,,6,0,,,1,0,0,
40480584,apartamento junto a estadio santiago bernabeu,96811784,Edu,Tetuán,Castillejos,40.457,-3.6925,Private room,,2,0,,,1,0,0,
40694778,Cozy 3 bedroom apartment in Plaza de España,297553979,V&R Apartments,Moncloa - Aravaca,Argüelles,40.42713,-3.71368,Entire home/apt,,3,1,2020-01-03,0.02,3,0,0,
41192849,Small cozy apartment closed to Avenida America.,81528437,SteFany,Chamartín,Prosperidad,40.44222,-3.67608,Private room,,1,0,,,1,0,0,
42576987,Cityhome,18528857,Javier,Moncloa - Aravaca,Casa de Campo,40.42713,-3.73212,Entire home/apt,,7,2,2022-09-05,0.08,2,0,0,
49274047,Se alquil habitación bien hubicada en carabanchel,194917468,Oscar,Carabanchel,Buenavista,40.37154,-3.75408,Private room,,1,1,2021-04-29,0.02,1,0,0,
50862505,Un sitio en Madrid centro para descansar,240122632,Monica,Latina,Puerta del Angel,40.40597,-3.73396,Private room,,1,3,2022-07-01,0.08,1,0,0,
613448112411510741,Habitacion terraza  A/C nueva CENTRO ARGUELLES,112271726,Mario,Moncloa - Aravaca,Argüelles,40.42937,-3.71704,Private room,,29,0,,,75,0,0,
894754529927866566,Habitación Barajas 2,84443625,Laura,Barajas,Casco Histórico de Barajas,40.47471355870474,-3.579601096307985,Private room,,1,1,2023-06-03,0.06,2,0,0,
959885684132727928,Habitación con mucha luz Atocha,448890645,Salomé,Arganzuela,Palos de Moguer,40.40428,-3.69347,Private room,,15,1,2024-07-04,0.43,45,0,1,
1134471791570179059,Habitación privada muy céntrica,213200711,Guillermo Andrés,Centro,Embajadores,40.4117019158866,-3.7049322797381117,Private room,22,1,15,2024-08-19,3.15,4,230,15,
815748366844407004,Habitación en piso privado,498674693,Elvis,Tetuán,Valdeacederas,40.46531177356124,-3.704902932813838,Shared room,80,1,0,,,1,365,0,
698326659509339339,Lovely 1 Spacious Bedroom with a Patio and 2 Baths,55602451,Oto,Centro,Embajadores,40.407408535642155,-3.695389203300858,Entire home/apt,133,7,0,,,1,362,0,
16146747,Apartamento recién reformado !! TODO NUEVO !!!!,82169126,Javi,Carabanchel,San Isidro,40.40034,-3.72141,Entire home/apt,92,20,47,2024-05-25,0.50,4,61,6,
53355903,Fantástico Apto. en Madrid Centro,40877988,Raul,Centro,Justicia,40.420181,-3.697662,Entire home/apt,154,1,161,2024-09-06,4.78,124,318,70,VT-10197
3641547,En el corazón de Lavapíes. LOVE,18382341,Jose Carlos,Centro,Embajadores,40.40863,-3.70078,Entire home/apt,500,3,1,2014-09-29,0.01,1,365,0,
30045564,"PLAZA MAYOR,  THE HISTORICAL CITY CENTER",36503894,Marta Y Enrique,Centro,Sol,40.4142,-3.7076,Entire home/apt,263,1,233,2024-08-13,3.32,38,284,47,
1141216745207583849,Loft Duplex Puerta de Toledo 2,446760611,Raul,Arganzuela,Acacias,40.4042,-3.70574,Entire home/apt,42,14,5,2024-08-19,1.47,34,260,5,
866770963744483601,Encantador Piso en Madrid Centro,389829910,Alberto,Centro,Universidad,40.42292,-3.70417,Entire home/apt,107,1,142,2024-09-09,8.26,6,166,120,
640453396456879662,Regio Esquinazo / Calle Mayor y Cava de San Miguel,40877988,Raul,Centro,Sol,40.4158,-3.7084877,Entire home/apt,485,2,113,2024-09-06,4.12,124,142,67,
1137498712703046856,Madrid apartment center 2,2711109,Stopinflat.,Centro,Cortes,40.415811125,-3.701308204,Entire home/apt,119,1,0,,,24,55,0,
1049224012354024179,New Luxury flat next to Gran Vía,41264057,Moshe,Centro,Universidad,40.42201211801238,-3.7040826190282727,Entire home/apt,226,3,3,2024-07-08,0.47,2,166,3,
21026173,Safe place. Two spaces of tranquility and luxury,505981,Fernando,Centro,Embajadores,40.41043,-3.70746,Entire home/apt,337,2,62,2024-08-02,0.75,4,310,13,VT-2333 VT-5431
19402238,Apartamento acogedor en el centro de madrid,94597892,Pilar,Chamberí,Vallehermoso,40.44242,-3.71329,Private room,,1,0,,,1,0,0,
1146387781592283894,Modern & Cozy-1Bedroom 1Bath-Av. de America,574990734,David,Chamartín,Prosperidad,40.44151,-3.67679,Entire home/apt,143,1,4,2024-07-15,0.99,21,162,4,
1020927518047024000,G111 Hab Doble con Baño compartido,23441165,Andrea,Centro,Cortes,40.41802577702646,-3.693307455167206,Private room,,1,8,2024-03-18,0.85,31,280,8,
19032176,San Vicente,84336811,Hugo Nelson,Barajas,Timón,40.47942,-3.59743,Shared room,,1,0,,,1,0,0,
1193162542093146810,todos los sitios turísticos,537426761,Zulay Josefina,Centro,Embajadores,40.408806067185566,-3.7010050636080467,Private room,50,1,0,,,1,163,0,
858484072539069898,White and Yellow,454106623,Blanca,Carabanchel,Puerta Bonita,40.38400323865006,-3.7314217422637856,Entire home/apt,63,1,71,2024-08-26,4.05,17,117,57,
1117107050463132415,Bonito apartamento Lavapiés,1130651,Sergio,Centro,Embajadores,40.40912,-3.70182,Entire home/apt,75,3,1,2024-08-26,1,3,152,1,
1181689016315164491,¡Bonita habitación en Madrid!,560170586,Heily,Carabanchel,Opañel,40.389667894937695,-3.7184913866401006,Private room,41,1,1,2024-06-24,0.37,5,266,1,
35160097,Mirador de Madrid,214045009,Javier,Moratalaz,Fontarrón,40.39927,-3.64051,Entire home/apt,900,1,0,,,1,89,0,
21758467,Apartamento Madrid Bernabeu,89398025,Miriam,Chamartín,Hispanoamérica,40.45477,-3.68145,Entire home/apt,69,3,0,,,1,164,0,VT-2874
1215094038619596292,Villa verde,593902232,Kelly Johana,Villaverde,Butarque,40.35002788676558,-3.6788598014621017,Shared room,42,1,0,,,2,364,0,
1111451435695521239,Visita Madrid,1714541,Ignacio,Retiro,Pacífico,40.40509,-3.67309,Private room,35,1,9,2024-08-28,1.58,17,250,9,
926052426021777611,Apartamento nuevo y moderno,503810186,Julio,Hortaleza,Canillas,40.4652305,-3.6475179,Entire home/apt,180,1,0,,,2,358,0,
1192595239022451086,Airbnb; una de las mejores casas para ti,552745895,Juan Pablo,Centro,Embajadores,40.41219,-3.7001,Entire home/apt,130,1,12,2024-09-07,9.47,3,162,12,
1173872300936776698,Cozy room in the center-ES-15-019-002-03H,572433555,Habyt,Centro,Universidad,40.42275,-3.70083,Private room,24,31,0,,,42,42,0,
1106461403662203776,Habitación en zona turística,565690967,Lucia,Arganzuela,Acacias,40.4016824,-3.7069266,Private room,40,1,0,,,1,269,0,
1158481583169871879,Habitación casa de estudiantes,174167258,Jorge,Chamberí,Arapiles,40.43036672450658,-3.7116986394413476,Private room,38,30,0,,,2,157,0,
668134293385077734,Nice and cozy accomodation with wifi,341858174,Coricori,Tetuán,Almenara,40.4717,-3.68939,Private room,42,1,32,2024-06-01,1.52,2,36,23,
1523675,Full Studio in Malasaña,8130428,Carmelo,Centro,Universidad,40.42816,-3.7045,Entire home/apt,72,1,744,2024-08-11,5.60,2,43,75,
915020186667436604,Piso 2 Dormitorio en Malasaña,518713670,Bemadrid,Centro,Universidad,40.42687,-3.70461,Entire home/apt,80,30,0,,,254,41,0,
939773508302158417,Barceló IV,438136382,Home Club,Centro,Universidad,40.4254509393434,-3.701392182735636,Entire home/apt,159,30,1,2023-10-17,0.09,193,364,1,
1010136657001005302,Acogedor Apartamento Familiar,435710389,Hildemaro,Puente de Vallecas,San Diego,40.38733,-3.67045,Entire home/apt,10,1,1,2023-11-05,0.10,9,1,1,
